place_id,place_name,review_unique_key,reviewer_name,star_rating,review_date_text,review_date_estimated,likes_count,review_text,owner_response_text,aspect_name,mentioned,mention_count_in_review,aspect_sentiment_score,aspect_sentiment_label
bailemen_jiuguan,百樂門酒館,28f847971dab589b1162e9e74da8029838a7175be9643a6d2e83d2dae30ebdc9,Vojta,4.0,9 個月前,2025-06-27,0,"這家酒吧很棒,二樓經常有精彩的演唱會。不過我得扣一顆星,因為生啤酒實在太難喝了。要嘛是設備髒了,要嘛是酒桶太舊了,我也說不準。平均每人消費金額$200-400餐點:3服務:5氣氛:5吵雜程度吵雜,但還是能交談座位類型室內用餐區, 戶外庭園/露台, 吧台座位",,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,28f847971dab589b1162e9e74da8029838a7175be9643a6d2e83d2dae30ebdc9,Vojta,4.0,9 個月前,2025-06-27,0,"這家酒吧很棒,二樓經常有精彩的演唱會。不過我得扣一顆星,因為生啤酒實在太難喝了。要嘛是設備髒了,要嘛是酒桶太舊了,我也說不準。平均每人消費金額$200-400餐點:3服務:5氣氛:5吵雜程度吵雜,但還是能交談座位類型室內用餐區, 戶外庭園/露台, 吧台座位",,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,28f847971dab589b1162e9e74da8029838a7175be9643a6d2e83d2dae30ebdc9,Vojta,4.0,9 個月前,2025-06-27,0,"這家酒吧很棒,二樓經常有精彩的演唱會。不過我得扣一顆星,因為生啤酒實在太難喝了。要嘛是設備髒了,要嘛是酒桶太舊了,我也說不準。平均每人消費金額$200-400餐點:3服務:5氣氛:5吵雜程度吵雜,但還是能交談座位類型室內用餐區, 戶外庭園/露台, 吧台座位",,衛生/整潔,1,1,-1.0,negative
bailemen_jiuguan,百樂門酒館,c95b34b4164b8a97f015d450626c0caf03863f11b0d2b75101b8ef9f90e551af,Bonnie Yu,5.0,2 個月前,2026-01-27,0,"高雄cp值最高 最有人情味的地方!平均每人消費金額$200-400餐點:5服務:5氣氛:5等待時間不需等候座位類型室內用餐區, 酒吧區, 吧台座位",,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c95b34b4164b8a97f015d450626c0caf03863f11b0d2b75101b8ef9f90e551af,Bonnie Yu,5.0,2 個月前,2026-01-27,0,"高雄cp值最高 最有人情味的地方!平均每人消費金額$200-400餐點:5服務:5氣氛:5等待時間不需等候座位類型室內用餐區, 酒吧區, 吧台座位",,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c95b34b4164b8a97f015d450626c0caf03863f11b0d2b75101b8ef9f90e551af,Bonnie Yu,5.0,2 個月前,2026-01-27,0,"高雄cp值最高 最有人情味的地方!平均每人消費金額$200-400餐點:5服務:5氣氛:5等待時間不需等候座位類型室內用餐區, 酒吧區, 吧台座位",,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c95b34b4164b8a97f015d450626c0caf03863f11b0d2b75101b8ef9f90e551af,Bonnie Yu,5.0,2 個月前,2026-01-27,0,"高雄cp值最高 最有人情味的地方!平均每人消費金額$200-400餐點:5服務:5氣氛:5等待時間不需等候座位類型室內用餐區, 酒吧區, 吧台座位",,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c95b34b4164b8a97f015d450626c0caf03863f11b0d2b75101b8ef9f90e551af,Bonnie Yu,5.0,2 個月前,2026-01-27,0,"高雄cp值最高 最有人情味的地方!平均每人消費金額$200-400餐點:5服務:5氣氛:5等待時間不需等候座位類型室內用餐區, 酒吧區, 吧台座位",,出餐速度,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,818fce4af8aa42724fa72f1369869754a749e017d4bed69ed0809c7c4c8849a2,chatchaya tanadamronglert,5.0,1 年前,2025-03-27,0,"這裡氛圍超棒,輕鬆又充滿復古氣息。老闆非常友善。食物價格也很合理。週五、週六和週日二樓還有現場音樂表演。強烈推薦! 🥰🥰🥰🥰🥰平均每人消費金額$400-600餐點:5服務:5氣氛:5",,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,818fce4af8aa42724fa72f1369869754a749e017d4bed69ed0809c7c4c8849a2,chatchaya tanadamronglert,5.0,1 年前,2025-03-27,0,"這裡氛圍超棒,輕鬆又充滿復古氣息。老闆非常友善。食物價格也很合理。週五、週六和週日二樓還有現場音樂表演。強烈推薦! 🥰🥰🥰🥰🥰平均每人消費金額$400-600餐點:5服務:5氣氛:5",,氛圍/風格,1,2,0.0,neutral
bailemen_jiuguan,百樂門酒館,818fce4af8aa42724fa72f1369869754a749e017d4bed69ed0809c7c4c8849a2,chatchaya tanadamronglert,5.0,1 年前,2025-03-27,0,"這裡氛圍超棒,輕鬆又充滿復古氣息。老闆非常友善。食物價格也很合理。週五、週六和週日二樓還有現場音樂表演。強烈推薦! 🥰🥰🥰🥰🥰平均每人消費金額$400-600餐點:5服務:5氣氛:5",,店員/服務,1,2,0.0,neutral
bailemen_jiuguan,百樂門酒館,818fce4af8aa42724fa72f1369869754a749e017d4bed69ed0809c7c4c8849a2,chatchaya tanadamronglert,5.0,1 年前,2025-03-27,0,"這裡氛圍超棒,輕鬆又充滿復古氣息。老闆非常友善。食物價格也很合理。週五、週六和週日二樓還有現場音樂表演。強烈推薦! 🥰🥰🥰🥰🥰平均每人消費金額$400-600餐點:5服務:5氣氛:5",,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,飲品,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,店員/服務,1,2,0.0,neutral
bailemen_jiuguan,百樂門酒館,492d73650895b03bade30a889c5804da61814701a81cdba7248b0cf122be85de,Aurelijus Vijunas,5.0,上次編輯：2 個月前,2026-01-27,0,"這裡是地下音樂愛好者的天堂!食物和飲品一般,但還可以。服務很好,我來這裡主要是為了看演出,演出一直都很精彩。平均每人消費金額$1-200餐點:4服務:5氣氛:5吵雜程度有點吵雜等待時間不需等候座位類型室內用餐區, 酒吧區, 戶外庭園/露台",,出餐速度,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,d04ed57afb0a4585660c21d09aab0d40d97be8afc2fb898e38ffd3381cfac43d,失格,5.0,7 年前,2019-03-27,0,音樂聖地,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,e3377c8b3501b6c28f1fba8ce7557adfd8e7b357735c7a979e5caab058c89496,Litro Yang,5.0,3 年前,2023-03-27,0,老闆親切,,店員/服務,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,e9c410bf0044f2d850b2eef00b0b70006be7b3c9883403c14969f15605d05aae,MSL N,5.0,1 年前,2025-03-27,0,讚服務:5氣氛:5,,店員/服務,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,a439f46728b25f9b5a06aa613a83413bf4f6668bbdaf96cac82562de27c1ef54,liu nemo,5.0,上次編輯：1 年前,2025-03-27,1,可以那個餐點:5服務:5氣氛:5,,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,a439f46728b25f9b5a06aa613a83413bf4f6668bbdaf96cac82562de27c1ef54,liu nemo,5.0,上次編輯：1 年前,2025-03-27,1,可以那個餐點:5服務:5氣氛:5,,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,906ded099f74c475ecafc48aa59587e88c674839e7a5f64ee880a6b75d7a4edc,童立,5.0,7 年前,2019-03-27,2,優質音樂展演空間,,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,906ded099f74c475ecafc48aa59587e88c674839e7a5f64ee880a6b75d7a4edc,童立,5.0,7 年前,2019-03-27,2,優質音樂展演空間,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c2b4a7354b8cb1fd8eb70d765a060f22c969661ea2ab13369360f86c841a02c7,Hoster,5.0,2 年前,2024-03-27,0,舒適專業的Live House餐點:5服務:5氣氛:5,,正餐,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,c2b4a7354b8cb1fd8eb70d765a060f22c969661ea2ab13369360f86c841a02c7,Hoster,5.0,2 年前,2024-03-27,0,舒適專業的Live House餐點:5服務:5氣氛:5,,氛圍/風格,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,c2b4a7354b8cb1fd8eb70d765a060f22c969661ea2ab13369360f86c841a02c7,Hoster,5.0,2 年前,2024-03-27,0,舒適專業的Live House餐點:5服務:5氣氛:5,,店員/服務,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,5025c0f0651878711fd51be44a3ddb0c7ac8ad78b1497441ef69de94fc4d8f24,麥樂,5.0,2 年前,2024-03-27,1,我愛雞柳條餐點:5,,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,45a1c41eba21182443aa10b3dbe38c0a6460c55df88458f1ea7919d6e7340b02,潘盛宥,5.0,7 年前,2019-03-27,0,聽音樂聊天的好地方,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,240ba59b9bc68c60f1bc947c498dd8e05749e0bfa8410a4bd5df6bb81419fc4a,PD,5.0,4 年前,2022-03-27,0,高雄獨立音樂第一搖籃,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,aa2ac52974f1cb6b55326d9174577902dec8066fc87826ab449c027029906d51,Peggy Chen,5.0,6 年前,2020-03-27,0,是自由的酒館!自己的廚房!自己的餐桌!自己的客廳!,,衛生/整潔,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,0b401040ac3c70a9b475b4a69ad99864febeb126bad7467891db0f3ae79c97ca,黃易汗,5.0,5 年前,2021-03-27,1,老闆敢作敢當 薯條好吃,,店員/服務,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,f4ffd63cf9e8ed72031cfd6f34917f7e58384fe1eee0dee0d3133939b3be346a,Su-Min Chuang,5.0,6 年前,2020-03-27,0,高雄獨立音樂的珍貴堡壘!,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,f4ffd63cf9e8ed72031cfd6f34917f7e58384fe1eee0dee0d3133939b3be346a,Su-Min Chuang,5.0,6 年前,2020-03-27,0,高雄獨立音樂的珍貴堡壘!,,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,d8067f013ea096b446bf2dd340f7afdf58eff63cd7e798f6374156c01cdc7cf8,陳宗,4.0,7 年前,2019-03-27,2,旁邊有垃圾 請通知清潔隊處理,,衛生/整潔,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c13581e781db6c01fba2a630bc1b8d7549cb42fc2fb8e8d3b39db3c3a2e2376b,Justin Chen,4.0,2 年前,2024-03-27,0,買票應該要付飲品,,飲品,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,cfa6d4c1bb87f6ad9e103fa77df80e3d531464392539338e01941c1da0eafd63,Morrison Wu,5.0,7 年前,2019-03-27,0,看團聽音樂一定要來!,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,1a10b1d30600538376070f3ae1c171755ca9146cf5c4aba06357a1c576ef7caf,Turnlin林轉,5.0,7 年前,2019-03-27,0,高雄最佳獨立音樂藝文展演空間,,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,1a10b1d30600538376070f3ae1c171755ca9146cf5c4aba06357a1c576ef7caf,Turnlin林轉,5.0,7 年前,2019-03-27,0,高雄最佳獨立音樂藝文展演空間,,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,3182bbe289c1da4f3ec26281470efe89061fb6e3e363c58162d39acd5d0043ca,RU HARUMA,5.0,2 年前,2024-03-27,1,"體驗很棒,希望能在來😳餐點:5服務:5氣氛:5",,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,3182bbe289c1da4f3ec26281470efe89061fb6e3e363c58162d39acd5d0043ca,RU HARUMA,5.0,2 年前,2024-03-27,1,"體驗很棒,希望能在來😳餐點:5服務:5氣氛:5",,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,fabe3360d64b037d4da30cf6cd6d3a6ae4e2980ffb47de2854c99fe8e02c51b8,惡魔貓貓和緊急糧食和飯後甜點,5.0,1 年前,2025-03-27,0,老闆很會唱歌餐點:5服務:5氣氛:5,,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,fabe3360d64b037d4da30cf6cd6d3a6ae4e2980ffb47de2854c99fe8e02c51b8,惡魔貓貓和緊急糧食和飯後甜點,5.0,1 年前,2025-03-27,0,老闆很會唱歌餐點:5服務:5氣氛:5,,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,afc30dbe912b179521f5cd5b3416b05162a38c53216c82266ba605aba4ce5779,石晉瑋,5.0,6 年前,2020-03-27,0,吧檯人員很親切 裡面的裝潢擺設很有味道 東西不貴,,價格,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,1206871a1216f2d7ac56b2c4e6ee1ff27d3ef81383baf6d25b39a5b5973a3c82,Chen Hui Ying (Vanessa),5.0,1 年前,2025-03-27,0,店長調的酒超讚👍平均每人消費金額$400-600餐點:5服務:5氣氛:5,,正餐,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,1206871a1216f2d7ac56b2c4e6ee1ff27d3ef81383baf6d25b39a5b5973a3c82,Chen Hui Ying (Vanessa),5.0,1 年前,2025-03-27,0,店長調的酒超讚👍平均每人消費金額$400-600餐點:5服務:5氣氛:5,,店員/服務,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,535cd8e6ec2ce5b5f06cc420c218e1af22c2940ed0f7819c8ee10e8edb307229,張益嘉,5.0,2 年前,2024-03-27,0,"酒很便宜,定期有樂團演出平均每人消費金額$400-600餐點:3服務:5氣氛:5",,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,535cd8e6ec2ce5b5f06cc420c218e1af22c2940ed0f7819c8ee10e8edb307229,張益嘉,5.0,2 年前,2024-03-27,0,"酒很便宜,定期有樂團演出平均每人消費金額$400-600餐點:3服務:5氣氛:5",,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,535cd8e6ec2ce5b5f06cc420c218e1af22c2940ed0f7819c8ee10e8edb307229,張益嘉,5.0,2 年前,2024-03-27,0,"酒很便宜,定期有樂團演出平均每人消費金額$400-600餐點:3服務:5氣氛:5",,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,b2b692c938340075a1578583021a387e649d90fb4acb9195b6b784882485be66,ascratch05 ascratch05,5.0,上次編輯：1 個月前,2026-02-27,0,最棒的阿昌老闆餐點:5服務:5氣氛:5,,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,b2b692c938340075a1578583021a387e649d90fb4acb9195b6b784882485be66,ascratch05 ascratch05,5.0,上次編輯：1 個月前,2026-02-27,0,最棒的阿昌老闆餐點:5服務:5氣氛:5,,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,dc2be56cc4806607db932f4b31976e573914424c5eacc5ee6a78eda68edcd3cd,田靖,5.0,5 個月前,2025-10-27,0,啤酒蠻便宜,,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,0312f686806bb5cac0196d497625cd76715883aeaa8b54c5b9f348fe83836434,Estelle Husky,5.0,3 年前,2023-03-27,2,"氣氛佳,價格實惠,炸物好吃,洗手間很乾淨值得讚許",,價格,1,1,5.0,positive
bailemen_jiuguan,百樂門酒館,0312f686806bb5cac0196d497625cd76715883aeaa8b54c5b9f348fe83836434,Estelle Husky,5.0,3 年前,2023-03-27,2,"氣氛佳,價格實惠,炸物好吃,洗手間很乾淨值得讚許",,衛生/整潔,1,1,5.0,positive
bailemen_jiuguan,百樂門酒館,b0044544018d2cc76012921129586528d1d6f30d01d98c7e86be8c786bb8a67e,Ray Huang,5.0,7 年前,2019-03-27,0,"燈光好氣氛佳,音樂性質酒吧! 值得一來再來👍 ...",,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,8796c041d5baeb66af903a5871ba7eb0e0148c0e7da2a95308db1eb2e6acc845,CYK-黃秋芬,5.0,2 年前,2024-03-27,0,整體都好棒 一進門的感覺也很好 很棒的舒壓空間,,功能用途,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,cda7952dc6b4caeb00677c2d3a9892204c7cf7cd1419efe81c3db1dc94c8852b,江煥翔,5.0,7 年前,2019-03-27,1,"氣氛很好,店內的人都很和善很好聊天。吧台的姊姊好可愛 ><",,氛圍/風格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,ed5f850d30eb4c6bacef582072a0178ae57947036cdcdc1ae8b188da57ce3fdf,鄭珍雲,5.0,2 年前,2024-03-27,0,"很讚的live house 樓下的酒吧氛圍好,空間寬敞平均每人消費金額$200-400餐點:5服務:5氣氛:5",,正餐,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,ed5f850d30eb4c6bacef582072a0178ae57947036cdcdc1ae8b188da57ce3fdf,鄭珍雲,5.0,2 年前,2024-03-27,0,"很讚的live house 樓下的酒吧氛圍好,空間寬敞平均每人消費金額$200-400餐點:5服務:5氣氛:5",,功能用途,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,ed5f850d30eb4c6bacef582072a0178ae57947036cdcdc1ae8b188da57ce3fdf,鄭珍雲,5.0,2 年前,2024-03-27,0,"很讚的live house 樓下的酒吧氛圍好,空間寬敞平均每人消費金額$200-400餐點:5服務:5氣氛:5",,氛圍/風格,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,ed5f850d30eb4c6bacef582072a0178ae57947036cdcdc1ae8b188da57ce3fdf,鄭珍雲,5.0,2 年前,2024-03-27,0,"很讚的live house 樓下的酒吧氛圍好,空間寬敞平均每人消費金額$200-400餐點:5服務:5氣氛:5",,店員/服務,1,1,1.5,positive
bailemen_jiuguan,百樂門酒館,fad3a35653307c3827de6a03d8977eaefca57768d9fdcc262a9a879a25ccbb27,陳芳,5.0,7 年前,2019-03-27,7,"隔壁太爛了,站門口都會被警察關切,百樂門服務好多了,給百樂門五顆星~",,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,46db4bdfc2a76a826cdd42a6b53d05a35cbd575bca7e9bf1c8710359690cba3e,Elena Su,5.0,3 年前,2023-03-27,0,很棒的氣氛 二樓有表演空間 一樓的啤酒不貴,,功能用途,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,46db4bdfc2a76a826cdd42a6b53d05a35cbd575bca7e9bf1c8710359690cba3e,Elena Su,5.0,3 年前,2023-03-27,0,很棒的氣氛 二樓有表演空間 一樓的啤酒不貴,,價格,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,f9021a8039e5522e0fa08a31c7a435c36a3ae818f44885014f41e41bd4c01d57,Chloé L,5.0,3 年前,2023-03-27,0,大推 愛店 氣氛好 服務讚 便宜又有表演看,,店員/服務,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,f9021a8039e5522e0fa08a31c7a435c36a3ae818f44885014f41e41bd4c01d57,Chloé L,5.0,3 年前,2023-03-27,0,大推 愛店 氣氛好 服務讚 便宜又有表演看,,價格,1,1,1.0,positive
bailemen_jiuguan,百樂門酒館,efb5f0d91f1fba8284f196fb016741749504f69860eab620fa332a4462096608,Bowie Hsu,5.0,1 年前,2025-03-27,0,推薦高雄舒服音樂龐克搖滾平價酒吧平均每人消費金額$200-400氣氛:5,,氛圍/風格,1,1,2.0,positive
bailemen_jiuguan,百樂門酒館,c627a107967564350a8ed73deb7afdb192a5215d95943fe16dff42b5cd55b7db,Mads Weng,5.0,1 年前,2025-03-27,0,我是來看表演的啦!我愛樂團讚讚!平均每人消費金額$200-400餐點:5服務:5氣氛:5,,正餐,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,c627a107967564350a8ed73deb7afdb192a5215d95943fe16dff42b5cd55b7db,Mads Weng,5.0,1 年前,2025-03-27,0,我是來看表演的啦!我愛樂團讚讚!平均每人消費金額$200-400餐點:5服務:5氣氛:5,,店員/服務,1,1,0.0,neutral
bailemen_jiuguan,百樂門酒館,b5f287e3fbba844adfe35f095246cf02ccef49931e68f8bf3effb4f7b0701bc4,Hsiao Ted,5.0,6 年前,2020-03-27,1,"太棒的地方!喝酒空間很棒,食物也超讚,看表演品質很好,樓上看表演音場很爽!",,功能用途,1,1,1.5,positive
